# Адреса каталога для scripts/check_ru_access.py, собраны scripts/collect_ru_urls.py.
# Формат: «адрес | что проверяем | где утверждение». Вход и оплата найдены на самих сайтах.
https://dprofile.ru | главная, community | каталог: dprofile
https://dprofile.ru/users/search | оплата, community | каталог: dprofile
https://www.figma.com | главная, tool | каталог: figma
https://www.figma.com/login | вход, tool | каталог: figma
https://www.figma.com/pricing/ | оплата, tool | каталог: figma
https://fontawesome.com | главная, asset | каталог: font-awesome
https://fontawesome.com/sessions/sign-in | вход, asset | каталог: font-awesome
https://fontawesome.com/plans | оплата, asset | каталог: font-awesome
https://www.paratype.ru/fonts/pt/golos-text | главная, asset | каталог: golos-text
https://growth.design/case-studies | главная, learning | каталог: growth-design-cases
https://ixdf.org | главная, learning | каталог: ixdf
https://ixdf.org/login | вход, learning | каталог: ixdf
https://lawsofux.com | главная, learning | каталог: laws-of-ux
https://lucide.dev | главная, asset | каталог: lucide
https://lucide.dev/guide/ | вход, asset | каталог: lucide
https://fonts.google.com/icons | главная, asset | каталог: material-symbols
https://maze.co | главная, tool | каталог: maze
https://auth.maze.co/login | вход, tool | каталог: maze
https://maze.co/pricing/ | оплата, tool | каталог: maze
https://miro.com | главная, tool | каталог: miro
https://miro.com/login | вход, tool | каталог: miro
https://miro.com/pricing/ | оплата, tool | каталог: miro
https://mobbin.com | главная, tool | каталог: mobbin
https://mobbin.com/login | вход, tool | каталог: mobbin
https://mobbin.com/pricing | оплата, tool | каталог: mobbin
https://www.nngroup.com/articles/ | главная, learning | каталог: nngroup-articles
https://www.nngroup.com/login/ | вход, learning | каталог: nngroup-articles
https://penpot.app | главная, tool | каталог: penpot
https://design.penpot.app/ | вход, tool | каталог: penpot
https://penpot.app/pricing | оплата, tool | каталог: penpot
https://www.refactoringui.com | главная, learning | каталог: refactoring-ui
https://scrn.gallery | главная, tool | каталог: screen-gallery
https://sidebar.io | главная, community | каталог: sidebar-io
https://streamlinehq.com | главная, asset | каталог: streamline
https://home.streamlinehq.com/pricing | оплата, asset | каталог: streamline
https://undraw.co | главная, asset | каталог: undraw
https://www.untitledui.com | главная, asset | каталог: untitled-ui
https://www.untitledui.com/login | вход, asset | каталог: untitled-ui
https://www.untitledui.com/pricing | оплата, asset | каталог: untitled-ui
https://uxdesign.cc | главная, community | каталог: ux-collective
https://t.me/uxhorn | главная, community | каталог: ux-horn
https://ux-journal.ru | главная, learning | каталог: ux-journal
https://t.me/uxnotes | главная, community | каталог: ux-notes
https://jvetrau.com | главная, community | каталог: jvetrau-digest
https://designpub.ru | главная, community | каталог: designpub
https://designpub.ru/login | вход, community | каталог: designpub
https://practicum.yandex.ru/interface-designer/ | главная, learning | каталог: practicum-interface-designer
